"","BV2_control_1_cell","BV2_TGFB_1_cell","BV2_IL10_1_cell","BV2_LPS_1_cell","BV2_control_2_cell","BV2_TGFB_2_cell","BV2_IL10_2_cell","BV2_LPS_2_cell","BV2_control_3_cell","BV2_TGFB_3_cell","BV2_IL10_3_cell","BV2_LPS_3_cell","BV2_control_4_cell","BV2_TGFB_4_cell","BV2_IL10_4_cell","BV2_LPS_4_cell"
"Sf3a1",17.79645729,17.26810265,16.53106117,16.55079269,17.08025551,17.13219833,16.66122055,16.90771294,17.83812141,17.22392654,18.2647171,16.73251152,15.95617199,17.71471596,16.59255981,17.00261688
"Mcfd2",14.02415085,15.61442184,15.97021866,16.62955666,14.29340744,15.39904404,16.56441689,14.85861397,12.86186695,15.67347431,16.6580162,16.22684479,15.78802967,16.22740936,13.92374516,16.3393631
"Gpt",17.20332909,16.15570831,17.08482933,17.11359978,17.35569572,16.58748436,17.30723572,17.93341446,17.21797752,16.46248627,17.83775139,17.30518913,16.94145966,17.25146484,17.44637299,17.95520782
"Hibch",15.53305626,14.25737953,15.31472492,15.5813179,15.48431969,15.39157963,13.8716898,15.703228,15.30042362,15.7418623,16.12571526,15.3622179,13.64440632,14.86495972,15.47262764,15.41273499
"Eif3l",17.55427361,17.40099525,17.69043541,17.93865013,17.6669178,18.23999977,17.88714981,18.21570396,18.10010719,18.70542908,19.06344795,18.02653503,18.18582344,17.72073936,17.14350319,17.54223061
"Sf3b4",16.7013073,16.52519989,13.56181526,16.40731812,16.79702759,14.34150887,14.62088013,18.05949211,16.55451393,16.42831039,13.50703907,14.19548225,16.54280472,14.06381607,16.48041153,16.70293045
"Aimp2",17.66421127,16.55961609,18.097229,17.99953842,17.49365234,17.15382957,17.63636971,17.54117203,17.75473022,17.14360237,17.92543793,17.24544144,17.08171272,17.57518387,17.41781998,16.94535255
"Blmh",16.575037,17.23097801,16.74030876,17.12343407,16.6606636,16.84217834,17.46331596,17.05716705,17.06896782,16.90336418,18.16123009,17.16309929,16.23528481,17.0644474,17.06149864,16.30641747
"Myg1",15.64579868,16.19063568,15.3067379,15.88190269,14.653965,15.85028458,16.52637672,15.53412056,16.00024223,16.10813713,15.84908772,16.68291283,15.88776779,15.86401653,15.60880375,16.02143478
"Ugp2",17.41476822,17.42070007,18.17509079,18.13691139,17.57621765,18.02345085,18.03617287,17.74517441,18.35298347,18.17518806,19.16474533,17.6294136,18.06244659,18.05759048,18.30500984,18.1754818
"Ero1l",18.63328552,16.83627319,18.52947617,19.16295242,18.99178123,19.19306374,18.43851662,17.88583946,18.86154175,19.4504261,19.56618118,18.46487236,19.21496964,18.5140667,18.86311531,18.83732033
"Eif3c",18.57329941,17.39782524,17.64491272,16.20659447,18.44617081,16.65564346,18.51240921,18.61450195,17.79398346,16.2903614,17.12151337,16.15663528,17.37500572,17.7787323,17.41352844,17.90477562
"Fam129b",17.81346893,18.77478027,18.00107765,17.16673279,16.56936646,14.22982407,17.73971558,16.93732834,16.59074783,17.95378685,19.20091248,17.17825699,18.38595581,18.21052933,17.89527893,17.38481712
"Dync1li1",17.92282867,18.02036095,17.86332703,18.1180191,17.94649506,17.30474281,17.5163765,18.47896004,17.70873451,17.41013718,17.940485,18.13460732,18.06797028,18.49259567,17.89237595,17.89368057
"Seh1l",15.5205574,13.96862888,15.21390152,13.1099329,16.79842186,15.25044632,13.99673557,15.11158371,15.46409893,15.04345417,15.51603889,13.70039368,13.3898983,15.18959332,14.74677658,14.11496258
"Ptrh2",18.69404411,14.1265707,16.52518463,15.27368641,18.92766762,14.63887119,17.2461834,18.32228088,15.43211746,16.1546402,17.2787571,15.09638596,14.51361275,14.85880661,15.26264572,13.80453396
"Ubqln1",17.17445755,16.84646988,17.30990219,16.65745735,17.47540092,17.52519989,16.90242195,16.91005707,16.81590843,17.32439232,17.55524826,16.05180359,17.54577827,17.07326317,17.02756119,16.93721199
"Lpxn",17.50276947,16.53894615,16.94145966,15.96420574,17.5290184,16.63920021,16.96634865,16.88417053,17.08285522,16.11821175,18.10139084,15.81139946,16.64315224,17.08876801,16.88285828,16.22360611
"Qil1",12.73602962,14.31052685,13.76917744,13.06156921,16.61194611,14.61317062,13.77461338,15.29501534,15.37846375,16.00197983,16.21424294,15.97167873,15.64861012,15.53299522,13.95291901,15.50986767
"Trpm8",14.14470673,17.32676315,17.76985168,17.12777328,13.9000597,17.18572807,17.45899963,14.59579754,17.58431625,17.06812668,17.64863777,16.69737434,17.26929092,14.04899216,13.22610283,16.51006889
"Apbb1ip",15.94752312,13.19932938,16.350317,15.52720165,16.04385948,16.5447979,15.69403172,16.03671074,16.08545113,16.5781517,17.54766273,14.94346142,15.4572525,16.14547539,16.36867714,15.9574194
"Actr1b",17.4525795,17.3014431,17.77975845,17.50206947,18.90271568,16.97734642,17.27148056,17.16388512,18.55928802,16.85781097,19.19265366,17.89876747,16.92300224,17.27084351,14.64810944,14.71725273
"Arl6ip5",16.66303062,17.84309959,17.49075699,16.67893028,16.82326698,17.39598656,15.95162582,17.52458763,16.84316063,17.70900345,17.64814758,16.81753349,16.29546356,16.8126545,17.02204323,16.93318367
"Nol6",16.35949135,16.07031059,15.74236202,15.85567188,16.13181686,16.13205719,15.475317,15.80780792,16.3312149,14.45094967,17.42176819,17.31221008,16.99003792,16.37709236,15.84710598,15.02913094
"C1qbp",20.41235161,19.52911377,19.94292068,20.46801949,20.21454239,20.27423668,19.45715714,20.33788681,20.06144524,19.83856773,21.01161194,20.19075012,19.83171844,19.88146973,20.00085831,19.70505905
"Apobr",13.80980587,16.54543304,16.44934273,18.66149902,16.97421265,16.44903564,16.81365585,18.58049393,14.16087532,17.39230156,16.69452095,18.60295296,16.86761665,16.28355789,16.91741943,16.82488441
"Cops8",16.86060143,17.38801765,16.95469666,16.89912033,17.45434761,17.02074051,17.277668,17.25524902,17.5508213,17.74313736,18.16854477,17.09589195,15.46881485,17.34334183,17.17893791,16.77815437
"Clptm1",15.66786003,16.67934227,14.71375179,17.17630959,15.64416599,17.51560783,13.70648003,17.18087959,16.01922226,17.69200325,16.85001564,17.04195786,16.22885704,16.52720261,16.14583206,16.95412827
"Rpl11",20.21750259,20.69939232,19.77576065,19.89996147,20.35240173,19.99438095,20.76579475,20.52974319,20.90976334,20.00154495,20.05959702,20.40301704,20.38963509,20.24968338,19.92940331,20.42869568
"Ndc1",15.75900364,15.91305256,15.51948261,15.25550842,14.59742832,15.20758629,16.99523735,15.28513527,16.74648857,14.80302143,15.20819664,14.76109791,15.33929348,14.76803303,14.0133934,15.84333229
"Mavs",15.72163296,15.46903801,16.35930252,16.23922539,15.87108707,15.85060215,16.63594437,17.9105835,16.11412811,14.82873154,16.86797905,15.94880104,14.0909338,16.27788734,16.14132881,16.53667259
"Dut",15.90310478,15.66005135,14.88421822,15.7439661,14.34030819,15.54900265,16.32460213,16.15206718,15.37402058,15.1541853,17.24469757,15.85615826,15.61059189,14.98584175,16.39087486,15.652565
"Rnpep",17.90153885,18.49075699,18.5467205,18.50781059,17.42341232,18.31287384,18.24641609,18.33280563,17.9678688,17.5866642,18.94911957,17.46793938,16.65927124,17.97645187,18.14439964,18.15199852
"Unc93b1",17.14459801,17.8395977,18.2410717,18.26558685,18.06413269,17.42988014,16.84916115,18.63289642,17.76694298,18.39209175,18.32047462,16.20747185,17.48124695,17.44467545,17.65179443,17.96764374
"Myh9",19.42663002,19.8522892,19.72876358,20.08264732,19.46857643,19.91048241,19.88905144,20.53715706,19.77661324,20.30941391,20.63458061,20.26281548,19.22262955,20.6130619,19.80035019,19.96268082
"Hnrnpul1",16.17262268,16.74845505,16.26952934,15.14644909,17.3961525,18.11385345,13.93107319,16.51325035,16.19938469,16.51485252,15.33094978,13.98937511,14.19206142,13.97793293,16.48851395,15.99781895
"Mical1",14.51714134,15.96246719,14.74892616,14.73946381,13.49943447,15.35789585,14.96330261,14.22166252,14.11353397,15.45175838,14.53048515,14.94311047,14.79781342,15.12254524,14.90848637,13.91586208
"Fam134b",15.57698631,12.71718597,15.32301998,16.15594482,15.12441158,15.65079975,13.48632717,16.99964714,15.78644848,16.03913307,14.45415211,13.83182716,14.11124706,12.93346024,14.24788952,16.12306976
"Ccdc115",15.17994785,14.82386494,15.04447937,14.72083187,15.7633419,14.10176086,15.56947041,15.1215744,15.23631287,14.7922821,15.00580025,14.14505863,14.14787388,14.26037979,15.11150265,12.92168808
"Chchd4",17.97034264,18.74073601,18.587286,19.11314201,17.72134018,19.04310799,13.84117508,17.88309669,18.18780708,18.77162552,19.88749123,18.67638397,18.8560791,17.48887634,18.60895538,18.57920456
"Pla2g15",14.84200668,15.47411823,17.00952339,13.70585155,15.27365017,16.17815971,15.07760811,14.80357647,15.21572304,16.27641487,16.09236526,13.86199474,13.95528126,15.63052273,15.50074863,14.49848175
"Rbm39",16.92694473,16.45434761,16.32723618,16.37568474,17.17514038,16.32453156,16.89154625,16.72387505,16.84131813,16.52804184,17.64849854,16.28051758,16.48299789,16.1944294,16.12865829,16.83034134
"Flnc",18.51960564,18.28400993,19.04302788,18.5396595,18.83759689,18.42456055,18.62117195,18.77828217,18.90609741,18.18679047,19.71253395,18.22703362,18.32737732,18.32781601,18.77629089,18.36127472
"Ipo4",16.48291779,14.65037823,17.12282753,14.77154064,15.47993851,14.2718277,16.60602951,16.31617546,15.65776539,14.96739006,16.82811165,13.886693,13.53138161,15.70274067,14.69923401,14.05993557
"Oas3",15.56979656,16.1060524,18.12560463,17.6473732,14.87699604,15.34654808,18.09501648,17.78411102,16.62742043,14.59502411,17.75889969,16.88488579,15.49416828,13.97908974,16.63835144,16.65214539
"Oasl1",15.02820778,14.4353447,16.95775986,18.22712708,13.76829624,14.88316822,15.83903122,19.06310463,14.19706345,14.3694067,16.12333298,17.70056152,13.41016197,12.7150116,14.61062622,17.83922768
"Sfpq",19.627491,18.88893318,19.01704788,18.81174469,19.1754818,19.42922783,17.39924431,18.32073975,19.05959702,19.27521515,19.96169281,18.43591499,19.31054688,19.33596992,19.42374039,17.86635017
"Acot7",16.57562828,16.78698349,16.60531998,16.29888535,17.03219604,16.39871025,17.58776283,17.08212852,17.14718437,16.30108452,17.66254234,17.6971035,16.99821663,15.03844738,17.11431122,17.69248009
"S100a1;S100A1",16.18163681,17.89799881,18.51229286,18.14981651,16.74386215,19.06815338,19.05825043,18.33925819,18.10210991,19.45368385,18.10829926,18.92899895,19.58638954,18.06039047,18.40057945,17.13600922
"Idh3b",17.19258118,16.31299019,17.46539116,17.19614029,17.15521431,16.90112686,17.44766426,17.3114109,17.12565613,16.91380119,18.08674812,17.00777245,16.16115189,17.14090919,16.89237595,15.69051647
"Nifk",16.15928078,16.27242851,15.06056881,15.27768707,15.88779163,16.19771576,15.24963188,15.82843399,15.73373032,15.53770351,14.82122612,16.13615036,16.6827755,15.37507343,14.85160255,14.62536621
"Ddx1",17.45193481,16.17424393,17.03219604,16.91765213,17.09352112,16.83195114,16.28579903,16.71612358,16.99909782,16.78007889,17.97477341,16.71893501,16.53879547,16.61108208,16.52726364,16.61898804
"Abcd3",18.1169014,17.6116581,18.40078735,18.2122879,17.72294044,17.79118919,18.58761597,18.50086594,18.21380615,17.69635582,18.86505127,17.84989357,17.75127029,17.57931519,17.60240936,18.25649452
"Sh3bgrl3",19.42560577,20.10162163,18.93968201,20.31959343,19.83718109,19.72465706,19.84900856,19.67326355,19.36589432,20.09931183,19.49202919,19.91377258,19.69891739,19.89632988,19.09086227,19.43267632
"Tcirg1",18.82015419,18.87717628,19.20824432,19.79107666,19.2017498,18.55025864,19.2810688,20.01181602,19.03276062,18.94403648,20.02688599,19.26586151,18.26035881,19.13355446,18.91762352,19.76731491
"Gcsh",16.02282333,16.67631531,16.36707306,16.19675636,13.8478756,16.97342873,13.28699398,16.17887878,16.47289658,16.82637405,18.05801201,16.05553627,16.0700798,16.01317024,16.31583977,16.39286995
"Cisd1",16.54023361,15.11085033,16.23810577,14.44423866,16.56804466,14.66093254,16.08227348,17.16182137,15.40494156,14.87142372,12.65060329,14.64156055,15.30513573,16.51400566,16.56658936,15.02067661
"Spr",17.00305748,16.46109581,16.3812561,16.17909241,17.25368118,16.34263039,16.43762207,16.86278343,16.93916512,16.82127571,18.22975731,16.47872162,16.38353539,17.16014671,16.846838,15.98138905
"Basp1",21.17657661,21.52209854,21.2870369,20.94349289,20.98029327,21.16563988,20.11629295,20.97035599,22.01746941,21.34597397,19.17287254,20.5534687,22.27895164,20.89408112,21.76878548,21.55008888
"Bag2",15.05278015,14.92383766,14.94123077,14.97660923,15.4132309,14.85783386,14.51717758,15.1797924,15.10111427,14.78064251,15.60903454,15.57580471,14.81132412,15.20078373,14.88445663,12.39418602
"Twf1",16.56437302,17.41707802,17.57769394,17.37143707,16.89071465,17.26361847,16.81878281,17.61525536,15.66024685,17.53617096,18.36037636,17.6767292,17.28419113,17.22345543,17.43241119,17.29607391
"Prpf6",18.39330673,17.97840881,18.15506554,18.38148308,19.75533485,18.10891151,17.42053604,19.07022667,18.66191673,17.90642166,19.61938095,18.0036602,17.8667717,18.89074516,19.04372215,18.04676247
"Ptgr1",16.95787239,18.38839531,17.95838356,20.52276993,16.27755928,17.91473579,16.89711189,20.14855194,18.20757675,17.10850334,18.63863373,19.97784996,17.50804138,17.20438004,17.72906303,20.72800064
"Camk1",17.00393486,18.45875931,17.84903908,18.25875092,17.1891098,18.62124252,16.96126938,17.61273956,18.26040459,19.3645916,18.7796936,17.46809959,18.15970421,18.47860336,17.65501404,17.30741501
"Smarca5",15.30042362,16.05479431,14.84112167,15.94301796,15.35118103,15.41111374,14.7206192,17.44418907,15.3839407,15.84276772,16.28843307,14.13083649,15.72576523,17.76078415,15.65250874,15.60290146
"Scpep1",17.73072243,17.85397911,17.92937469,18.94971848,17.52917099,18.86175346,18.39907837,17.42398643,17.70434952,19.23822784,19.10990715,17.99617577,17.73918724,18.64948082,18.06660461,18.13405609
"Hnrnpll",17.66296005,16.24661064,17.47872162,17.62242317,17.56629181,17.22251129,17.22834969,17.14857674,18.6671257,16.8283596,18.49341774,13.08861637,17.22354889,17.69934273,17.79544449,15.92270088
"Acaa1a;Acaa1b",17.19517899,17.78385544,18.86190414,18.46562958,17.23827362,17.93945313,18.70954132,18.33206367,18.25566483,17.57975769,19.0663414,18.59017754,18.23734093,17.66795731,18.06202507,18.19911575
"Sf3b3",17.78283119,16.98581886,17.52917099,16.86435509,17.63927078,16.78940582,17.95230865,17.29140472,17.40374374,16.7627964,16.52993393,16.98337173,17.12555504,17.68565178,17.72027016,16.49202538
"Fam49b",17.70380974,17.42979813,17.85019875,17.97067833,17.88804245,18.32082748,17.18165779,17.62841797,17.83516312,18.44423103,18.58420563,17.11756134,17.63190269,17.763834,18.00399017,17.74379539
"Tor1aip1",17.40482521,18.84309959,17.99755478,17.47982788,17.26371002,17.88178253,16.14931107,18.34624481,17.08462143,17.89977074,18.48557854,17.78985214,16.65550232,17.20361519,17.0579071,17.41129494
"Tes",18.2373867,17.45137215,18.03880119,17.64512444,18.01590538,18.16427803,17.95390129,17.97538948,17.11644554,17.82842255,19.25174141,18.14802933,17.49201012,18.3411274,17.52282715,16.98225784
"Tubb6",18.6497612,17.37695694,18.28477859,18.9730072,18.74317169,17.59302711,17.81565857,18.56089211,18.17572403,18.15718842,19.5134697,18.64596748,17.77410507,18.23836708,18.58148766,17.75257683
"Far1",14.01131439,14.4195652,16.23009491,14.48230362,14.40475559,14.21750355,16.42045403,16.99335861,14.47084904,13.87987041,17.30153275,14.430583,14.32706165,14.81925583,14.81287956,14.03454113
"2-Mar",16.15620232,15.79631805,16.82339287,16.83182716,16.01922226,17.20103264,16.51017761,16.15898514,16.36674881,16.86725426,17.27576065,13.59284782,16.40229607,15.66960526,16.77313995,16.22396469
"Blvrb",16.26512146,16.18845367,18.66306496,18.86873245,17.06160355,17.19229317,19.15881729,18.99487877,17.67272949,15.82741737,19.41139984,17.30224609,16.46170235,17.31176567,18.44742203,19.04497528
"Mpi",16.34734535,15.39533329,16.75980949,15.91050243,13.92958927,16.60004425,12.88872051,13.6343565,16.36792564,14.30700016,17.36375809,14.34296799,14.07642746,16.97488594,16.73806572,15.73155785
"Cers2",16.96544647,16.09764099,17.94603729,16.42227745,16.83021736,15.82813644,17.65039253,18.6947937,15.34301186,15.09821033,15.97201538,14.30863667,15.21942711,15.82925224,16.26793861,17.96820641
"Sec14l2",14.99845791,15.14214706,16.18460464,13.68060112,14.81232738,17.4636364,16.27164459,13.61746788,16.46325302,18.35865974,14.39692783,13.54998684,14.97598267,17.34672165,16.06430054,13.8812952
"Wdr77",17.04441452,15.66974354,15.44242477,15.6695776,17.09517097,15.72275448,16.62685013,15.84477901,15.96346092,16.00413322,15.048913,16.11930656,15.76090145,15.93403625,16.19452667,14.97226143
"Thumpd1",17.8354702,18.16653633,17.24023247,17.57326317,18.0894928,18.14459801,19.08371353,17.75277328,17.0188961,18.4293499,17.72706985,18.71716118,17.8318882,17.92815971,17.61180305,17.62063599
"Nans",16.72053909,16.47538567,16.12470627,15.7239275,17.05991554,15.7438612,17.00360489,16.78071976,17.80038261,16.02108765,18.24395561,16.13048935,16.37223625,17.37534523,17.07660675,16.77326775
"Mpst",15.1798315,13.59281921,15.91221142,14.24423695,15.30299568,16.41711044,13.38002491,13.45620537,15.91115761,16.1992321,16.31617546,13.81528854,16.27725029,15.76264191,13.25880241,13.17718124
"Stoml2",16.60017395,15.16435719,16.53433418,16.91765213,17.01683044,16.89439201,16.87339592,17.31007957,16.64188194,16.40456009,17.29401016,16.78315163,16.38768005,16.34137917,16.81803322,16.59041214
"Mvd",15.69100761,16.66038513,16.79956055,16.28317833,15.65600586,15.8833828,16.88417053,16.82550621,16.54058266,16.533041,17.39372635,16.95492363,16.25190735,16.45975113,16.53846169,16.58635521
"Psip1",15.98370647,14.63237,15.25096416,14.37476826,15.84859848,14.23009586,14.78304958,15.90872097,15.87442875,14.72035122,14.07612038,13.49662876,15.13835144,12.99484253,12.5591383,15.04742241
"Psmd6",16.7472744,15.89448643,16.28735161,15.57338047,16.06566811,16.1365509,15.50599766,16.36823273,17.72640419,15.8509922,17.34706688,14.39117622,16.53039169,16.33791733,15.71387005,15.87197781
"Rap1b",18.05843544,17.82289505,17.59921455,17.08628082,17.27221107,17.15303802,17.26022148,18.22510338,17.87693596,17.23771477,19.20671844,15.01954746,16.87519646,17.22420883,17.31601715,16.91601944
"Adi1",15.7844305,15.82662296,15.29178238,15.66636276,15.08169174,15.71995068,15.63908672,15.45053482,15.93532658,16.18285942,14.05782223,15.9540596,15.35362911,15.6337328,14.46407127,15.75125599
